epoch	method	glm	Hem	roi	weight	noise	weight_sum	BF	component	participant_id	cluster
plan	raw	12	L	SMA	0.0029933822618227373	0.7686330792367655	0.013205577623226224	-0.6776173628912037	uncertainty	115	premotor-parietal
plan	raw	12	L	PMd	1.3405431248130915e-07	1.490782923684119	0.009346298660493484	-1.000015394333565	expectation	102	premotor-parietal
plan	raw	12	L	PMd	0.02037881552195611	1.3324877585366075	0.039369342517431405	5.884316441943878	expectation	103	premotor-parietal
plan	raw	12	L	PMd	0.02727669876892688	1.145530454465941	0.08269967082045586	16.719690965284826	expectation	104	premotor-parietal
plan	raw	12	L	PMd	0.011058206563247993	0.6384470328575272	0.029947441996732688	7.222141143650568	expectation	105	premotor-parietal
plan	raw	12	L	PMd	0.012769355574291394	1.155715002264049	0.024644106024491436	2.9466579354128544	expectation	106	premotor-parietal
plan	raw	12	L	PMd	0.0419546308545653	1.302663051268497	0.0703498257998561	31.740056391787956	expectation	107	premotor-parietal
plan	raw	12	L	PMd	0.016550928759941123	1.2851006200068897	0.03385881873707902	3.672979363032479	expectation	108	premotor-parietal
plan	raw	12	L	PMd	0.03209567774616354	1.772945540991953	0.06774660702116306	4.289630521048592	expectation	109	premotor-parietal
plan	raw	12	L	PMd	0.030364087608175064	1.9753129825846987	0.04103926557472773	6.992538532257559	expectation	110	premotor-parietal
plan	raw	12	L	PMd	0.0033638670933776207	0.9494863985076744	0.027075828708828922	-0.5399654942160421	expectation	111	premotor-parietal
plan	raw	12	L	PMd	0.027736884978747937	1.6879643769214772	0.10086360447233454	7.754040177234856	expectation	112	premotor-parietal
plan	raw	12	L	PMd	0.1066742653796053	2.426819568108877	0.14688477116257742	19.998018092057276	expectation	113	premotor-parietal
plan	raw	12	L	PMd	0.03917970009447221	1.3037468340064648	0.14908843613416076	26.543774992351246	expectation	114	premotor-parietal
plan	raw	12	L	PMd	0.012626485477229348	0.8553843662065921	0.0179691780609839	6.094165993457389	expectation	115	premotor-parietal
plan	raw	12	L	PMd	0.009346164606181004	1.490782923684119	0.009346298660493484	-0.29324741313794145	uncertainty	102	premotor-parietal
plan	raw	12	L	PMd	0.0189905269954753	1.3324877585366075	0.039369342517431405	5.017705339679	uncertainty	103	premotor-parietal
plan	raw	12	L	PMd	0.05542297205152898	1.145530454465941	0.08269967082045586	63.193375553764305	uncertainty	104	premotor-parietal
plan	raw	12	L	PMd	0.018889235433484693	0.6384470328575272	0.029947441996732688	21.354484106288997	uncertainty	105	premotor-parietal
plan	raw	12	L	PMd	0.01187475045020004	1.155715002264049	0.024644106024491436	2.434046587850647	uncertainty	106	premotor-parietal
plan	raw	12	L	PMd	0.028395194945290803	1.302663051268497	0.0703498257998561	14.901054143418104	uncertainty	107	premotor-parietal
plan	raw	12	L	PMd	0.0173078899771379	1.2851006200068897	0.03385881873707902	4.090972393125151	uncertainty	108	premotor-parietal
plan	raw	12	L	PMd	0.035650929274999514	1.772945540991953	0.06774660702116306	5.464695240765836	uncertainty	109	premotor-parietal
plan	raw	12	L	PMd	0.010675177966552662	1.9753129825846987	0.04103926557472773	0.062052354934011844	uncertainty	110	premotor-parietal
plan	raw	12	L	PMd	0.0237119616154513	0.9494863985076744	0.027075828708828922	18.938778234803536	uncertainty	111	premotor-parietal
plan	raw	12	L	PMd	0.07312671949358661	1.6879643769214772	0.10086360447233454	51.436229335291145	uncertainty	112	premotor-parietal
