con	psc	condition	sn	roi	Hem	epoch
1.7740119720443073	0.4801158372300263	25-75%	105	SPLa	R	plan
2.455460044062278	0.6576456827056838	0-100%	105	SPLa	R	plan
2.983891613102189	0.7927268677404229	plan	105	SPLa	R	plan
4.574981229725591	0.6571137564436851	exec	105	SPLa	R	plan
1.3604426378142738	0.3284919391920223	100-0%	105	SPLp	R	plan
1.3169203096843323	0.31723555811373405	75-25%	105	SPLp	R	plan
1.6254785048441827	0.39912071566515084	50-50%	105	SPLp	R	plan
1.1933817432318377	0.2892132206455542	25-75%	105	SPLp	R	plan
1.6510123454255334	0.417171554900086	0-100%	105	SPLp	R	plan
3.819479860481029	0.9732857888775232	plan	105	SPLp	R	plan
1.6903369301149618	0.31296475760542075	exec	105	SPLp	R	plan
2.2223565572255435	0.5822333211541897	100-0%	106	SMA	L	plan
1.9694733887170164	0.5536565872673169	75-25%	106	SMA	L	plan
1.6207526543545068	0.3722477428900257	50-50%	106	SMA	L	plan
1.6734930664987662	0.3871362254700683	25-75%	106	SMA	L	plan
2.004522847040789	0.5509710868301485	0-100%	106	SMA	L	plan
2.609270561067815	0.5388282307513366	plan	106	SMA	L	plan
6.48271434073157	1.4099205429884691	exec	106	SMA	L	plan
3.245758441600504	0.8698174815115747	100-0%	106	PMd	L	plan
2.5711499728549687	0.6559789019545172	75-25%	106	PMd	L	plan
1.847848641032331	0.49024701911945673	50-50%	106	PMd	L	plan
2.4027565405450617	0.6435894381244512	25-75%	106	PMd	L	plan
2.797043535059652	0.7506073907859993	0-100%	106	PMd	L	plan
4.541632702886741	1.221847833265516	plan	106	PMd	L	plan
2.981381030907934	0.40143674175800603	exec	106	PMd	L	plan
1.2633550179971655	0.3252091084088851	100-0%	106	PMv	L	plan
1.4755884773275327	0.41266118806162255	75-25%	106	PMv	L	plan
1.4454578568774556	0.36937634266898156	50-50%	106	PMv	L	plan
2.012260856151226	0.5389344310532103	25-75%	106	PMv	L	plan
